state,date,outcome,population
Mississippi,2018-08-25,560,2980286.01369863
Mississippi,2018-09-01,549,2980192.59726027
Mississippi,2018-09-08,590,2980099.18082192
Mississippi,2018-09-15,564,2980005.76438356
Mississippi,2018-09-22,553,2979912.34794521
Mississippi,2018-09-29,594,2979818.93150685
Mississippi,2018-10-06,578,2979725.51506849
Mississippi,2018-10-13,592,2979632.09863014
Mississippi,2018-10-20,556,2979538.68219178
Mississippi,2018-10-27,607,2979445.26575342
Mississippi,2018-11-03,566,2979351.84931507
Mississippi,2018-11-10,589,2979258.43287671
Mississippi,2018-11-17,651,2979165.01643836
Mississippi,2018-11-24,642,2979071.6
Mississippi,2018-12-01,623,2978978.18356164
Mississippi,2018-12-08,628,2978884.76712329
Mississippi,2018-12-15,605,2978791.35068493
Mississippi,2018-12-22,629,2978697.93424658
Mississippi,2018-12-29,607,2978604.51780822
Mississippi,2019-01-05,658,2978511.10136986
Mississippi,2019-01-12,648,2978417.68493151
Mississippi,2019-01-19,637,2978324.26849315
Mississippi,2019-01-26,624,2978230.85205479
Mississippi,2019-02-02,653,2978137.43561644
Mississippi,2019-02-09,706,2978044.01917808
Mississippi,2019-02-16,673,2977950.60273973
Mississippi,2019-02-23,652,2977857.18630137
Mississippi,2019-03-02,633,2977763.76986301
Mississippi,2019-03-09,647,2977670.35342466
Mississippi,2019-03-16,628,2977576.9369863
Mississippi,2019-03-23,634,2977483.52054795
Mississippi,2019-03-30,596,2977390.10410959
Mississippi,2019-04-06,659,2977296.68767123
Mississippi,2019-04-13,632,2977203.27123288
Mississippi,2019-04-20,568,2977109.85479452
Mississippi,2019-04-27,603,2977016.43835616
Mississippi,2019-05-04,639,2976923.02191781
Mississippi,2019-05-11,624,2976829.60547945
Mississippi,2019-05-18,610,2976736.1890411
Mississippi,2019-05-25,627,2976642.77260274
Mississippi,2019-06-01,656,2976549.35616438
Mississippi,2019-06-08,617,2976455.93972603
Mississippi,2019-06-15,610,2976362.52328767
Mississippi,2019-06-22,563,2976269.10684932
Mississippi,2019-06-29,581,2976175.69041096
Mississippi,2019-07-06,569,2976082.2739726
Mississippi,2019-07-13,628,2975988.85753425
Mississippi,2019-07-20,576,2975895.44109589
Mississippi,2019-07-27,530,2975802.02465753
Mississippi,2019-08-03,601,2975708.60821918
Mississippi,2019-08-10,643,2975615.19178082
Mississippi,2019-08-17,578,2975521.77534247
Mississippi,2019-08-24,598,2975428.35890411
Mississippi,2019-08-31,532,2975334.94246575
Mississippi,2019-09-07,594,2975241.5260274
Mississippi,2019-09-14,615,2975148.10958904
Mississippi,2019-09-21,539,2975054.69315068
Mississippi,2019-09-28,580,2974961.27671233
Mississippi,2019-10-05,588,2974867.86027397
Mississippi,2019-10-12,574,2974774.44383562
Mississippi,2019-10-19,564,2974681.02739726
Mississippi,2019-10-26,584,2974587.6109589
Mississippi,2019-11-02,597,2974494.19452055
Mississippi,2019-11-09,639,2974400.77808219
Mississippi,2019-11-16,621,2974307.36164384
Mississippi,2019-11-23,636,2974213.94520548
Mississippi,2019-11-30,597,2974120.52876712
Mississippi,2019-12-07,630,2974027.11232877
Mississippi,2019-12-14,684,2973933.69589041
Mississippi,2019-12-21,662,2973840.27945205
Mississippi,2019-12-28,608,2973746.8630137
Mississippi,2020-01-04,673,2973653.44657534
Mississippi,2020-01-11,650,2973560.03013699
Mississippi,2020-01-18,625,2973466.61369863
Mississippi,2020-01-25,610,2973373.19726027
Mississippi,2020-02-01,604,2973279.78082192
Mississippi,2020-02-08,705,2973186.36438356
Mississippi,2020-02-15,646,2973092.94794521
Mississippi,2020-02-22,627,2972999.53150685
Mississippi,2020-02-29,666,2972906.11506849
Mississippi,2020-03-07,659,2972812.69863014
Mississippi,2020-03-14,619,2972719.28219178
Mississippi,2020-03-21,622,2972625.86575342
Mississippi,2020-03-28,692,2972532.44931507
Mississippi,2020-04-04,705,2972439.03287671
Mississippi,2020-04-11,693,2972345.61643836
Mississippi,2020-04-18,733,2972252.2
Mississippi,2020-04-25,738,2972158.78356164
Mississippi,2020-05-02,747,2972065.36712329
Mississippi,2020-05-09,751,2971971.95068493
Mississippi,2020-05-16,790,2971878.53424658
Mississippi,2020-05-23,742,2971785.11780822
Mississippi,2020-05-30,776,2971691.70136986
Mississippi,2020-06-06,753,2971598.28493151
Mississippi,2020-06-13,700,2971504.86849315
Mississippi,2020-06-20,561,2971411.45205479
Missouri,2017-01-14,1360,6097678.54794521
Missouri,2017-01-21,1449,6098053.19178082
Missouri,2017-01-28,1416,6098427.83561644
Missouri,2017-02-04,1340,6098802.47945205
Missouri,2017-02-11,1327,6099177.12328767
Missouri,2017-02-18,1428,6099551.76712329
Missouri,2017-02-25,1347,6099926.4109589
Missouri,2017-03-04,1342,6100301.05479452
Missouri,2017-03-11,1300,6100675.69863014
Missouri,2017-03-18,1298,6101050.34246575
Missouri,2017-03-25,1379,6101424.98630137
Missouri,2017-04-01,1265,6101799.63013699
Missouri,2017-04-08,1189,6102174.2739726
Missouri,2017-04-15,1131,6102548.91780822
Missouri,2017-04-22,1166,6102923.56164384
Missouri,2017-04-29,1183,6103298.20547945
Missouri,2017-05-06,1253,6103672.84931507
Missouri,2017-05-13,1212,6104047.49315068
Missouri,2017-05-20,1122,6104422.1369863
Missouri,2017-05-27,1092,6104796.78082192
Missouri,2017-06-03,1176,6105171.42465753
Missouri,2017-06-10,1166,6105546.06849315
Missouri,2017-06-17,1134,6105920.71232877
Missouri,2017-06-24,1171,6106295.35616438
Missouri,2017-07-01,1147,6106670
Missouri,2017-07-08,1197,6106956.76986301
Missouri,2017-07-15,1170,6107243.53972603
Missouri,2017-07-22,1163,6107530.30958904
Missouri,2017-07-29,1130,6107817.07945205
Missouri,2017-08-05,1101,6108103.84931507
Missouri,2017-08-12,1225,6108390.61917808
Missouri,2017-08-19,1159,6108677.3890411
Missouri,2017-08-26,1170,6108964.15890411
Missouri,2017-09-02,1070,6109250.92876712
Missouri,2017-09-09,1126,6109537.69863014
Missouri,2017-09-16,1176,6109824.46849315
Missouri,2017-09-23,1220,6110111.23835616
Missouri,2017-09-30,1171,6110398.00821918
Missouri,2017-10-07,1149,6110684.77808219
Missouri,2017-10-14,1129,6110971.54794521
Missouri,2017-10-21,1198,6111258.31780822
Missouri,2017-10-28,1247,6111545.08767123
Missouri,2017-11-04,1192,6111831.85753425
Missouri,2017-11-11,1209,6112118.62739726
Missouri,2017-11-18,1201,6112405.39726027
Missouri,2017-11-25,1197,6112692.16712329
Missouri,2017-12-02,1246,6112978.9369863
Missouri,2017-12-09,1265,6113265.70684932
Missouri,2017-12-16,1316,6113552.47671233
Missouri,2017-12-23,1352,6113839.24657534
Missouri,2017-12-30,1381,6114126.01643836
Missouri,2018-01-06,1571,6114412.78630137
Missouri,2018-01-13,1574,6114699.55616438
Missouri,2018-01-20,1640,6114986.3260274
Missouri,2018-01-27,1501,6115273.09589041
Missouri,2018-02-03,1427,6115559.86575342
Missouri,2018-02-10,1437,6115846.63561644
Missouri,2018-02-17,1431,6116133.40547945
Missouri,2018-02-24,1376,6116420.17534247
Missouri,2018-03-03,1286,6116706.94520548
Missouri,2018-03-10,1300,6116993.71506849
Missouri,2018-03-17,1290,6117280.48493151
Missouri,2018-03-24,1308,6117567.25479452
Missouri,2018-03-31,1293,6117854.02465753
Missouri,2018-04-07,1268,6118140.79452055
Missouri,2018-04-14,1282,6118427.56438356
Missouri,2018-04-21,1285,6118714.33424657
Missouri,2018-04-28,1249,6119001.10410959
Missouri,2018-05-05,1245,6119287.8739726
Missouri,2018-05-12,1188,6119574.64383562
Missouri,2018-05-19,1153,6119861.41369863
Missouri,2018-05-26,1191,6120148.18356164
Missouri,2018-06-02,1175,6120434.95342466
Missouri,2018-06-09,1222,6120721.72328767
Missouri,2018-06-16,1167,6121008.49315068
Missouri,2018-06-23,1114,6121295.2630137
Missouri,2018-06-30,1154,6121582.03287671
Missouri,2018-07-07,1164,6121882.80821918
Missouri,2018-07-14,1092,6122185.91780822
Missouri,2018-07-21,1182,6122489.02739726
Missouri,2018-07-28,1164,6122792.1369863
Missouri,2018-08-04,1119,6123095.24657534
Missouri,2018-08-11,1218,6123398.35616438
Missouri,2018-08-18,1185,6123701.46575342
Missouri,2018-08-25,1168,6124004.57534247
Missouri,2018-09-01,1205,6124307.68493151
Missouri,2018-09-08,1173,6124610.79452055
Missouri,2018-09-15,1205,6124913.90410959
Missouri,2018-09-22,1178,6125217.01369863
Missouri,2018-09-29,1165,6125520.12328767
Missouri,2018-10-06,1209,6125823.23287671
Missouri,2018-10-13,1154,6126126.34246575
Missouri,2018-10-20,1168,6126429.45205479
Missouri,2018-10-27,1274,6126732.56164384
Missouri,2018-11-03,1261,6127035.67123288
Missouri,2018-11-10,1211,6127338.78082192
Missouri,2018-11-17,1258,6127641.89041096
Missouri,2018-11-24,1242,6127945
Missouri,2018-12-01,1179,6128248.10958904
Missouri,2018-12-08,1270,6128551.21917808
Missouri,2018-12-15,1252,6128854.32876712
Missouri,2018-12-22,1292,6129157.43835616
Missouri,2018-12-29,1245,6129460.54794521
Missouri,2019-01-05,1283,6129763.65753425
Missouri,2019-01-12,1355,6130066.76712329
Missouri,2019-01-19,1308,6130369.87671233
Missouri,2019-01-26,1278,6130672.98630137
Missouri,2019-02-02,1282,6130976.09589041
Missouri,2019-02-09,1324,6131279.20547945
Missouri,2019-02-16,1382,6131582.31506849
Missouri,2019-02-23,1291,6131885.42465753
Missouri,2019-03-02,1277,6132188.53424658
Missouri,2019-03-09,1315,6132491.64383562
Missouri,2019-03-16,1340,6132794.75342466
Missouri,2019-03-23,1312,6133097.8630137
Missouri,2019-03-30,1276,6133400.97260274
Missouri,2019-04-06,1186,6133704.08219178
Missouri,2019-04-13,1214,6134007.19178082
Missouri,2019-04-20,1224,6134310.30136986
Missouri,2019-04-27,1252,6134613.4109589
Missouri,2019-05-04,1232,6134916.52054795
Missouri,2019-05-11,1143,6135219.63013699
Missouri,2019-05-18,1278,6135522.73972603
Missouri,2019-05-25,1270,6135825.84931507
Missouri,2019-06-01,1177,6136128.95890411
Missouri,2019-06-08,1153,6136432.06849315
Missouri,2019-06-15,1181,6136735.17808219
Missouri,2019-06-22,1188,6137038.28767123
Missouri,2019-06-29,1277,6137341.39726027
Missouri,2019-07-06,1256,6137644.50684932
Missouri,2019-07-13,1245,6137947.61643836
Missouri,2019-07-20,1186,6138250.7260274
Missouri,2019-07-27,1226,6138553.83561644
Missouri,2019-08-03,1151,6138856.94520548
Missouri,2019-08-10,1176,6139160.05479452
Missouri,2019-08-17,1191,6139463.16438356
Missouri,2019-08-24,1159,6139766.2739726
Missouri,2019-08-31,1183,6140069.38356164
Missouri,2019-09-07,1196,6140372.49315068
Missouri,2019-09-14,1176,6140675.60273973
Missouri,2019-09-21,1181,6140978.71232877
Missouri,2019-09-28,1254,6141281.82191781
Missouri,2019-10-05,1163,6141584.93150685
Missouri,2019-10-12,1163,6141888.04109589
Missouri,2019-10-19,1199,6142191.15068493
Missouri,2019-10-26,1190,6142494.26027397
Missouri,2019-11-02,1264,6142797.36986301
Missouri,2019-11-09,1240,6143100.47945205
Missouri,2019-11-16,1323,6143403.5890411
Missouri,2019-11-23,1313,6143706.69863014
Missouri,2019-11-30,1255,6144009.80821918
Missouri,2019-12-07,1225,6144312.91780822
Missouri,2019-12-14,1247,6144616.02739726
Missouri,2019-12-21,1257,6144919.1369863
Missouri,2019-12-28,1332,6145222.24657534
Missouri,2020-01-04,1327,6145525.35616438
Missouri,2020-01-11,1342,6145828.46575342
Missouri,2020-01-18,1340,6146131.57534247
Missouri,2020-01-25,1355,6146434.68493151
Missouri,2020-02-01,1367,6146737.79452055
Missouri,2020-02-08,1335,6147040.90410959
Missouri,2020-02-15,1354,6147344.01369863
Missouri,2020-02-22,1362,6147647.12328767
Missouri,2020-02-29,1368,6147950.23287671
Missouri,2020-03-07,1393,6148253.34246575
Missouri,2020-03-14,1300,6148556.45205479
Missouri,2020-03-21,1269,6148859.56164384
Missouri,2020-03-28,1332,6149162.67123288
Missouri,2020-04-04,1302,6149465.78082192
Missouri,2020-04-11,1470,6149768.89041096
Missouri,2020-04-18,1357,6150072
Missouri,2020-04-25,1448,6150375.10958904
Missouri,2020-05-02,1389,6150678.21917808
Missouri,2020-05-09,1413,6150981.32876712
Missouri,2020-05-16,1364,6151284.43835616
Missouri,2020-05-23,1271,6151587.54794521
Missouri,2020-05-30,1208,6151890.65753425
Missouri,2020-06-06,1226,6152193.76712329
Missouri,2020-06-13,1163,6152496.87671233
Missouri,2020-06-20,964,6152799.98630137
Montana,2017-01-14,214,1047132.23561644
Montana,2017-01-21,222,1047355.14246575
Montana,2017-01-28,213,1047578.04931507
Montana,2017-02-04,221,1047800.95616438
Montana,2017-02-11,223,1048023.8630137
Montana,2017-02-18,220,1048246.76986301
Montana,2017-02-25,246,1048469.67671233
Montana,2017-03-04,201,1048692.58356164
Montana,2017-03-11,219,1048915.49041096
Montana,2017-03-18,211,1049138.39726027
Montana,2017-03-25,218,1049361.30410959
Montana,2017-04-01,200,1049584.2109589
Montana,2017-04-08,192,1049807.11780822
Montana,2017-04-15,201,1050030.02465753
Montana,2017-04-22,192,1050252.93150685
Montana,2017-04-29,193,1050475.83835616
Montana,2017-05-06,184,1050698.74520548
Montana,2017-05-13,203,1050921.65205479
Montana,2017-05-20,197,1051144.55890411
Montana,2017-05-27,207,1051367.46575342
Montana,2017-06-03,176,1051590.37260274
Montana,2017-06-10,200,1051813.27945205
Montana,2017-06-17,188,1052036.18630137
Montana,2017-06-24,189,1052259.09315068
Montana,2017-07-01,162,1052482
Montana,2017-07-08,197,1052638.93424658
Montana,2017-07-15,193,1052795.86849315
Montana,2017-07-22,193,1052952.80273973
Montana,2017-07-29,196,1053109.7369863
Montana,2017-08-05,214,1053266.67123288
Montana,2017-08-12,188,1053423.60547945
Montana,2017-08-19,201,1053580.53972603
Montana,2017-08-26,171,1053737.4739726
Montana,2017-09-02,173,1053894.40821918
Montana,2017-09-09,170,1054051.34246575
Montana,2017-09-16,175,1054208.27671233
Montana,2017-09-23,181,1054365.2109589
Montana,2017-09-30,169,1054522.14520548
Montana,2017-10-07,218,1054679.07945205
Montana,2017-10-14,190,1054836.01369863
Montana,2017-10-21,199,1054992.94794521
Montana,2017-10-28,188,1055149.88219178
Montana,2017-11-04,187,1055306.81643836
Montana,2017-11-11,182,1055463.75068493
Montana,2017-11-18,190,1055620.68493151
Montana,2017-11-25,192,1055777.61917808
Montana,2017-12-02,210,1055934.55342466
Montana,2017-12-09,161,1056091.48767123
Montana,2017-12-16,199,1056248.42191781
Montana,2017-12-23,198,1056405.35616438
Montana,2017-12-30,200,1056562.29041096
Montana,2018-01-06,193,1056719.22465753
Montana,2018-01-13,205,1056876.15890411
Montana,2018-01-20,178,1057033.09315068
Montana,2018-01-27,218,1057190.02739726
Montana,2018-02-03,196,1057346.96164384
Montana,2018-02-10,199,1057503.89589041
Montana,2018-02-17,223,1057660.83013699
Montana,2018-02-24,197,1057817.76438356
Montana,2018-03-03,194,1057974.69863014
Montana,2018-03-10,221,1058131.63287671
Montana,2018-03-17,196,1058288.56712329
Montana,2018-03-24,195,1058445.50136986
Montana,2018-03-31,163,1058602.43561644
Montana,2018-04-07,212,1058759.36986301
Montana,2018-04-14,190,1058916.30410959
Montana,2018-04-21,191,1059073.23835616
Montana,2018-04-28,205,1059230.17260274
Montana,2018-05-05,176,1059387.10684932
Montana,2018-05-12,173,1059544.04109589
Montana,2018-05-19,171,1059700.97534247
Montana,2018-05-26,156,1059857.90958904
Montana,2018-06-02,163,1060014.84383562
Montana,2018-06-09,190,1060171.77808219
Montana,2018-06-16,195,1060328.71232877
Montana,2018-06-23,177,1060485.64657534
Montana,2018-06-30,175,1060642.58082192
Montana,2018-07-07,192,1060798.36438356
Montana,2018-07-14,181,1060953.95616438
Montana,2018-07-21,182,1061109.54794521
Montana,2018-07-28,211,1061265.13972603
Montana,2018-08-04,210,1061420.73150685
Montana,2018-08-11,196,1061576.32328767
Montana,2018-08-18,177,1061731.91506849
Montana,2018-08-25,199,1061887.50684932
Montana,2018-09-01,167,1062043.09863014
Montana,2018-09-08,199,1062198.69041096
Montana,2018-09-15,195,1062354.28219178
Montana,2018-09-22,177,1062509.8739726
Montana,2018-09-29,176,1062665.46575342
Montana,2018-10-06,211,1062821.05753425
Montana,2018-10-13,199,1062976.64931507
Montana,2018-10-20,186,1063132.24109589
Montana,2018-10-27,194,1063287.83287671
Montana,2018-11-03,177,1063443.42465753
Montana,2018-11-10,204,1063599.01643836
Montana,2018-11-17,212,1063754.60821918
Montana,2018-11-24,218,1063910.2
Montana,2018-12-01,201,1064065.79178082
Montana,2018-12-08,164,1064221.38356164
Montana,2018-12-15,180,1064376.97534247
Montana,2018-12-22,214,1064532.56712329
Montana,2018-12-29,187,1064688.15890411
Montana,2019-01-05,221,1064843.75068493
Montana,2019-01-12,207,1064999.34246575
Montana,2019-01-19,210,1065154.93424658
Montana,2019-01-26,227,1065310.5260274
Montana,2019-02-02,205,1065466.11780822
Montana,2019-02-09,221,1065621.70958904
Montana,2019-02-16,218,1065777.30136986
Montana,2019-02-23,231,1065932.89315068
Montana,2019-03-02,224,1066088.48493151
Montana,2019-03-09,242,1066244.07671233
Montana,2019-03-16,209,1066399.66849315
Montana,2019-03-23,208,1066555.26027397
Montana,2019-03-30,186,1066710.85205479
Montana,2019-04-06,208,1066866.44383562
Montana,2019-04-13,198,1067022.03561644
Montana,2019-04-20,227,1067177.62739726
Montana,2019-04-27,180,1067333.21917808
Montana,2019-05-04,195,1067488.8109589
Montana,2019-05-11,195,1067644.40273973
Montana,2019-05-18,192,1067799.99452055
Montana,2019-05-25,189,1067955.58630137
Montana,2019-06-01,185,1068111.17808219
Montana,2019-06-08,201,1068266.76986301
Montana,2019-06-15,193,1068422.36164384
Montana,2019-06-22,168,1068577.95342466
Montana,2019-06-29,207,1068733.54520548
Montana,2019-07-06,193,1068889.1369863
Montana,2019-07-13,170,1069044.72876712
Montana,2019-07-20,196,1069200.32054795
Montana,2019-07-27,219,1069355.91232877
Montana,2019-08-03,187,1069511.50410959
Montana,2019-08-10,186,1069667.09589041
Montana,2019-08-17,175,1069822.68767123
Montana,2019-08-24,193,1069978.27945205
Montana,2019-08-31,202,1070133.87123288
Montana,2019-09-07,205,1070289.4630137
Montana,2019-09-14,186,1070445.05479452
Montana,2019-09-21,185,1070600.64657534
Montana,2019-09-28,197,1070756.23835616
Montana,2019-10-05,210,1070911.83013699
Montana,2019-10-12,201,1071067.42191781
Montana,2019-10-19,203,1071223.01369863
Montana,2019-10-26,203,1071378.60547945
Montana,2019-11-02,189,1071534.19726027
Montana,2019-11-09,199,1071689.7890411
Montana,2019-11-16,186,1071845.38082192
Montana,2019-11-23,181,1072000.97260274
Montana,2019-11-30,196,1072156.56438356
Montana,2019-12-07,230,1072312.15616438
Montana,2019-12-14,200,1072467.74794521
Montana,2019-12-21,194,1072623.33972603
Montana,2019-12-28,171,1072778.93150685
Montana,2020-01-04,231,1072934.52328767
Montana,2020-01-11,214,1073090.11506849
Montana,2020-01-18,205,1073245.70684931
Montana,2020-01-25,199,1073401.29863014
Montana,2020-02-01,221,1073556.89041096
Montana,2020-02-08,205,1073712.48219178
Montana,2020-02-15,201,1073868.0739726
Montana,2020-02-22,221,1074023.66575342
Montana,2020-02-29,238,1074179.25753425
Montana,2020-03-07,224,1074334.84931507
Montana,2020-03-14,221,1074490.44109589
Montana,2020-03-21,231,1074646.03287671
Montana,2020-03-28,209,1074801.62465753
Montana,2020-04-04,180,1074957.21643836
Montana,2020-04-11,219,1075112.80821918
Montana,2020-04-18,195,1075268.4
Montana,2020-04-25,191,1075423.99178082
Montana,2020-05-02,211,1075579.58356164
Montana,2020-05-09,179,1075735.17534247
Montana,2020-05-16,210,1075890.76712329
Montana,2020-05-23,182,1076046.35890411
Montana,2020-05-30,181,1076201.95068493
Montana,2020-06-06,170,1076357.54246575
Montana,2020-06-13,142,1076513.13424658
Nebraska,2017-01-14,439,1911191.90958904
Nebraska,2017-01-21,386,1911390.03835616
Nebraska,2017-01-28,360,1911588.16712329
Nebraska,2017-02-04,357,1911786.29589041
Nebraska,2017-02-11,422,1911984.42465753
Nebraska,2017-02-18,353,1912182.55342466
Nebraska,2017-02-25,348,1912380.68219178
Nebraska,2017-03-04,327,1912578.8109589
Nebraska,2017-03-11,331,1912776.93972603
Nebraska,2017-03-18,367,1912975.06849315
Nebraska,2017-03-25,303,1913173.19726027
Nebraska,2017-04-01,341,1913371.3260274
Nebraska,2017-04-08,317,1913569.45479452
Nebraska,2017-04-15,318,1913767.58356164
Nebraska,2017-04-22,286,1913965.71232877
Nebraska,2017-04-29,319,1914163.84109589
Nebraska,2017-05-06,322,1914361.96986301
Nebraska,2017-05-13,309,1914560.09863014
Nebraska,2017-05-20,295,1914758.22739726
Nebraska,2017-05-27,326,1914956.35616438
Nebraska,2017-06-03,321,1915154.48493151
Nebraska,2017-06-10,323,1915352.61369863
Nebraska,2017-06-17,303,1915550.74246575
Nebraska,2017-06-24,338,1915748.87123288
Nebraska,2017-07-01,310,1915947
Nebraska,2017-07-08,328,1916132.39452055
Nebraska,2017-07-15,324,1916317.7890411
Nebraska,2017-07-22,293,1916503.18356164
Nebraska,2017-07-29,276,1916688.57808219
Nebraska,2017-08-05,296,1916873.97260274
Nebraska,2017-08-12,268,1917059.36712329
Nebraska,2017-08-19,277,1917244.76164384
Nebraska,2017-08-26,319,1917430.15616438
Nebraska,2017-09-02,312,1917615.55068493
Nebraska,2017-09-09,317,1917800.94520548
Nebraska,2017-09-16,302,1917986.33972603
Nebraska,2017-09-23,313,1918171.73424658
Nebraska,2017-09-30,284,1918357.12876712
Nebraska,2017-10-07,324,1918542.52328767
Nebraska,2017-10-14,322,1918727.91780822
Nebraska,2017-10-21,322,1918913.31232877
Nebraska,2017-10-28,321,1919098.70684931
Nebraska,2017-11-04,321,1919284.10136986
Nebraska,2017-11-11,347,1919469.49589041
Nebraska,2017-11-18,304,1919654.89041096
Nebraska,2017-11-25,342,1919840.28493151
Nebraska,2017-12-02,315,1920025.67945205
Nebraska,2017-12-09,321,1920211.0739726
Nebraska,2017-12-16,367,1920396.46849315
Nebraska,2017-12-23,344,1920581.8630137
Nebraska,2017-12-30,356,1920767.25753425
Nebraska,2018-01-06,408,1920952.65205479
Nebraska,2018-01-13,372,1921138.04657534
Nebraska,2018-01-20,390,1921323.44109589
Nebraska,2018-01-27,364,1921508.83561644
Nebraska,2018-02-03,342,1921694.23013699
Nebraska,2018-02-10,340,1921879.62465753
Nebraska,2018-02-17,339,1922065.01917808
Nebraska,2018-02-24,360,1922250.41369863
Nebraska,2018-03-03,346,1922435.80821918
Nebraska,2018-03-10,357,1922621.20273973
Nebraska,2018-03-17,372,1922806.59726027
Nebraska,2018-03-24,315,1922991.99178082
Nebraska,2018-03-31,368,1923177.38630137
Nebraska,2018-04-07,355,1923362.78082192
Nebraska,2018-04-14,342,1923548.17534247
Nebraska,2018-04-21,324,1923733.56986301
Nebraska,2018-04-28,301,1923918.96438356
Nebraska,2018-05-05,330,1924104.35890411
Nebraska,2018-05-12,314,1924289.75342466
Nebraska,2018-05-19,312,1924475.14794521
Nebraska,2018-05-26,277,1924660.54246575
Nebraska,2018-06-02,311,1924845.9369863
Nebraska,2018-06-09,311,1925031.33150685
Nebraska,2018-06-16,315,1925216.7260274
Nebraska,2018-06-23,314,1925402.12054795
Nebraska,2018-06-30,352,1925587.51506849
Nebraska,2018-07-07,327,1925758.55890411
Nebraska,2018-07-14,308,1925927.2109589
Nebraska,2018-07-21,280,1926095.8630137
Nebraska,2018-07-28,317,1926264.51506849
Nebraska,2018-08-04,304,1926433.16712329
Nebraska,2018-08-11,320,1926601.81917808
Nebraska,2018-08-18,290,1926770.47123288
Nebraska,2018-08-25,326,1926939.12328767
Nebraska,2018-09-01,297,1927107.77534247
Nebraska,2018-09-08,306,1927276.42739726
Nebraska,2018-09-15,331,1927445.07945205
Nebraska,2018-09-22,315,1927613.73150685
Nebraska,2018-09-29,314,1927782.38356164
Nebraska,2018-10-06,327,1927951.03561644
Nebraska,2018-10-13,328,1928119.68767123
Nebraska,2018-10-20,343,1928288.33972603
Nebraska,2018-10-27,328,1928456.99178082
Nebraska,2018-11-03,306,1928625.64383562
Nebraska,2018-11-10,335,1928794.29589041
Nebraska,2018-11-17,336,1928962.94794521
Nebraska,2018-11-24,308,1929131.6
Nebraska,2018-12-01,285,1929300.25205479
Nebraska,2018-12-08,327,1929468.90410959
Nebraska,2018-12-15,345,1929637.55616438
Nebraska,2018-12-22,333,1929806.20821918
Nebraska,2018-12-29,345,1929974.86027397
Nebraska,2019-01-05,371,1930143.51232877
Nebraska,2019-01-12,385,1930312.16438356
Nebraska,2019-01-19,346,1930480.81643836
Nebraska,2019-01-26,368,1930649.46849315
Nebraska,2019-02-02,343,1930818.12054795
Nebraska,2019-02-09,336,1930986.77260274
Nebraska,2019-02-16,339,1931155.42465753
Nebraska,2019-02-23,374,1931324.07671233
Nebraska,2019-03-02,362,1931492.72876712
Nebraska,2019-03-09,352,1931661.38082192
Nebraska,2019-03-16,317,1931830.03287671
Nebraska,2019-03-23,325,1931998.68493151
Nebraska,2019-03-30,344,1932167.3369863
Nebraska,2019-04-06,354,1932335.9890411
Nebraska,2019-04-13,314,1932504.64109589
Nebraska,2019-04-20,349,1932673.29315069
Nebraska,2019-04-27,321,1932841.94520548
Nebraska,2019-05-04,308,1933010.59726027
Nebraska,2019-05-11,322,1933179.24931507
Nebraska,2019-05-18,347,1933347.90136986
Nebraska,2019-05-25,305,1933516.55342466
Nebraska,2019-06-01,312,1933685.20547945
Nebraska,2019-06-08,302,1933853.85753425
Nebraska,2019-06-15,305,1934022.50958904
Nebraska,2019-06-22,313,1934191.16164384
Nebraska,2019-06-29,291,1934359.81369863
Nebraska,2019-07-06,305,1934528.46575342
Nebraska,2019-07-13,309,1934697.11780822
Nebraska,2019-07-20,311,1934865.76986301
Nebraska,2019-07-27,304,1935034.42191781
Nebraska,2019-08-03,320,1935203.0739726
Nebraska,2019-08-10,300,1935371.7260274
Nebraska,2019-08-17,346,1935540.37808219
Nebraska,2019-08-24,288,1935709.03013699
Nebraska,2019-08-31,298,1935877.68219178
Nebraska,2019-09-07,304,1936046.33424658
Nebraska,2019-09-14,311,1936214.98630137
Nebraska,2019-09-21,323,1936383.63835616
Nebraska,2019-09-28,327,1936552.29041096
Nebraska,2019-10-05,321,1936720.94246575
Nebraska,2019-10-12,366,1936889.59452055
Nebraska,2019-10-19,326,1937058.24657534
Nebraska,2019-10-26,353,1937226.89863014
Nebraska,2019-11-02,316,1937395.55068493
Nebraska,2019-11-09,314,1937564.20273973
Nebraska,2019-11-16,329,1937732.85479452
Nebraska,2019-11-23,341,1937901.50684932
Nebraska,2019-11-30,300,1938070.15890411
Nebraska,2019-12-07,344,1938238.8109589
Nebraska,2019-12-14,348,1938407.4630137
Nebraska,2019-12-21,381,1938576.11506849
Nebraska,2019-12-28,359,1938744.76712329
Nebraska,2020-01-04,345,1938913.41917808
Nebraska,2020-01-11,367,1939082.07123288
Nebraska,2020-01-18,337,1939250.72328767
Nebraska,2020-01-25,363,1939419.37534247
Nebraska,2020-02-01,378,1939588.02739726
Nebraska,2020-02-08,349,1939756.67945205
Nebraska,2020-02-15,330,1939925.33150685
Nebraska,2020-02-22,322,1940093.98356164
Nebraska,2020-02-29,345,1940262.63561644
Nebraska,2020-03-07,359,1940431.28767123
Nebraska,2020-03-14,347,1940599.93972603
Nebraska,2020-03-21,355,1940768.59178082
Nebraska,2020-03-28,335,1940937.24383562
Nebraska,2020-04-04,312,1941105.89589041
Nebraska,2020-04-11,345,1941274.54794521
