state,date,outcome,population
Alabama,2017-01-14,1130,4869440.9369863
Alabama,2017-01-21,1048,4869651.14794521
Alabama,2017-01-28,1026,4869861.35890411
Alabama,2017-02-04,1036,4870071.56986301
Alabama,2017-02-11,1058,4870281.78082192
Alabama,2017-02-18,1060,4870491.99178082
Alabama,2017-02-25,1099,4870702.20273973
Alabama,2017-03-04,1081,4870912.41369863
Alabama,2017-03-11,1011,4871122.62465753
Alabama,2017-03-18,1067,4871332.83561644
Alabama,2017-03-25,1068,4871543.04657534
Alabama,2017-04-01,991,4871753.25753425
Alabama,2017-04-08,1037,4871963.46849315
Alabama,2017-04-15,1017,4872173.67945206
Alabama,2017-04-22,966,4872383.89041096
Alabama,2017-04-29,996,4872594.10136986
Alabama,2017-05-06,907,4872804.31232877
Alabama,2017-05-13,1064,4873014.52328767
Alabama,2017-05-20,998,4873224.73424658
Alabama,2017-05-27,988,4873434.94520548
Alabama,2017-06-03,925,4873645.15616438
Alabama,2017-06-10,984,4873855.36712329
Alabama,2017-06-17,918,4874065.57808219
Alabama,2017-06-24,961,4874275.7890411
Alabama,2017-07-01,925,4874486
Alabama,2017-07-08,954,4874739.05479452
Alabama,2017-07-15,968,4874992.10958904
Alabama,2017-07-22,964,4875245.16438356
Alabama,2017-07-29,888,4875498.21917808
Alabama,2017-08-05,949,4875751.2739726
Alabama,2017-08-12,936,4876004.32876712
Alabama,2017-08-19,933,4876257.38356164
Alabama,2017-08-26,917,4876510.43835616
Alabama,2017-09-02,953,4876763.49315068
Alabama,2017-09-09,960,4877016.54794521
Alabama,2017-09-16,968,4877269.60273973
Alabama,2017-09-23,995,4877522.65753425
Alabama,2017-09-30,1019,4877775.71232877
Alabama,2017-10-07,948,4878028.76712329
Alabama,2017-10-14,986,4878281.82191781
Alabama,2017-10-21,966,4878534.87671233
Alabama,2017-10-28,941,4878787.93150685
Alabama,2017-11-04,994,4879040.98630137
Alabama,2017-11-11,994,4879294.04109589
Alabama,2017-11-18,982,4879547.09589041
Alabama,2017-11-25,1004,4879800.15068493
Alabama,2017-12-02,1067,4880053.20547945
Alabama,2017-12-09,1074,4880306.26027397
Alabama,2017-12-16,1120,4880559.31506849
Alabama,2017-12-23,1098,4880812.36986301
Alabama,2017-12-30,1080,4881065.42465753
Alabama,2018-01-06,1248,4881318.47945205
Alabama,2018-01-13,1301,4881571.53424658
Alabama,2018-01-20,1275,4881824.5890411
Alabama,2018-01-27,1286,4882077.64383562
Alabama,2018-02-03,1147,4882330.69863014
Alabama,2018-02-10,1181,4882583.75342466
Alabama,2018-02-17,1096,4882836.80821918
Alabama,2018-02-24,1099,4883089.8630137
Alabama,2018-03-03,985,4883342.91780822
Alabama,2018-03-10,1059,4883595.97260274
Alabama,2018-03-17,1086,4883849.02739726
Alabama,2018-03-24,993,4884102.08219178
Alabama,2018-03-31,995,4884355.1369863
Alabama,2018-04-07,1012,4884608.19178082
Alabama,2018-04-14,1026,4884861.24657534
Alabama,2018-04-21,1031,4885114.30136986
Alabama,2018-04-28,971,4885367.35616438
Alabama,2018-05-05,1039,4885620.4109589
Alabama,2018-05-12,950,4885873.46575342
Alabama,2018-05-19,1005,4886126.52054795
Alabama,2018-05-26,977,4886379.57534247
Alabama,2018-06-02,973,4886632.63013699
Alabama,2018-06-09,1011,4886885.68493151
Alabama,2018-06-16,940,4887138.73972603
Alabama,2018-06-23,974,4887391.79452055
Alabama,2018-06-30,927,4887644.84931507
Alabama,2018-07-07,972,4887935.86027397
Alabama,2018-07-14,994,4888233.19726027
Alabama,2018-07-21,959,4888530.53424658
Alabama,2018-07-28,930,4888827.87123288
Alabama,2018-08-04,962,4889125.20821918
Alabama,2018-08-11,969,4889422.54520548
Alabama,2018-08-18,938,4889719.88219178
Alabama,2018-08-25,943,4890017.21917808
Alabama,2018-09-01,936,4890314.55616438
Alabama,2018-09-08,944,4890611.89315069
Alabama,2018-09-15,912,4890909.23013699
Alabama,2018-09-22,998,4891206.56712329
Alabama,2018-09-29,972,4891503.90410959
Alabama,2018-10-06,945,4891801.24109589
Alabama,2018-10-13,943,4892098.57808219
Alabama,2018-10-20,971,4892395.91506849
Alabama,2018-10-27,993,4892693.25205479
Alabama,2018-11-03,927,4892990.5890411
Alabama,2018-11-10,963,4893287.9260274
Alabama,2018-11-17,1055,4893585.2630137
Alabama,2018-11-24,1009,4893882.6
Alabama,2018-12-01,1050,4894179.9369863
Alabama,2018-12-08,1044,4894477.2739726
Alabama,2018-12-15,1053,4894774.6109589
Alabama,2018-12-22,1105,4895071.94794521
Alabama,2018-12-29,1084,4895369.28493151
Alabama,2019-01-05,1076,4895666.62191781
Alabama,2019-01-12,1090,4895963.95890411
Alabama,2019-01-19,1114,4896261.29589041
Alabama,2019-01-26,1063,4896558.63287671
Alabama,2019-02-02,1095,4896855.96986301
Alabama,2019-02-09,1092,4897153.30684931
Alabama,2019-02-16,1103,4897450.64383562
Alabama,2019-02-23,1064,4897747.98082192
Alabama,2019-03-02,1050,4898045.31780822
Alabama,2019-03-09,1062,4898342.65479452
Alabama,2019-03-16,1090,4898639.99178082
Alabama,2019-03-23,1012,4898937.32876712
Alabama,2019-03-30,1079,4899234.66575343
Alabama,2019-04-06,1044,4899532.00273973
Alabama,2019-04-13,1031,4899829.33972603
Alabama,2019-04-20,954,4900126.67671233
Alabama,2019-04-27,1042,4900424.01369863
Alabama,2019-05-04,1031,4900721.35068493
Alabama,2019-05-11,1009,4901018.68767123
Alabama,2019-05-18,996,4901316.02465753
Alabama,2019-05-25,974,4901613.36164384
Alabama,2019-06-01,1027,4901910.69863014
Alabama,2019-06-08,1029,4902208.03561644
Alabama,2019-06-15,986,4902505.37260274
Alabama,2019-06-22,989,4902802.70958904
Alabama,2019-06-29,940,4903100.04657534
Alabama,2019-07-06,1028,4903397.38356164
Alabama,2019-07-13,1017,4903694.72054795
Alabama,2019-07-20,962,4903992.05753425
Alabama,2019-07-27,980,4904289.39452055
Alabama,2019-08-03,984,4904586.73150685
Alabama,2019-08-10,997,4904884.06849315
Alabama,2019-08-17,977,4905181.40547945
Alabama,2019-08-24,939,4905478.74246575
Alabama,2019-08-31,974,4905776.07945205
Alabama,2019-09-07,1009,4906073.41643836
Alabama,2019-09-14,1000,4906370.75342466
Alabama,2019-09-21,883,4906668.09041096
Alabama,2019-09-28,987,4906965.42739726
Alabama,2019-10-05,958,4907262.76438356
Alabama,2019-10-12,907,4907560.10136986
Alabama,2019-10-19,1009,4907857.43835616
Alabama,2019-10-26,978,4908154.77534247
Alabama,2019-11-02,937,4908452.11232877
Alabama,2019-11-09,1041,4908749.44931507
Alabama,2019-11-16,1070,4909046.78630137
Alabama,2019-11-23,1042,4909344.12328767
Alabama,2019-11-30,1038,4909641.46027397
Alabama,2019-12-07,1072,4909938.79726027
Alabama,2019-12-14,1081,4910236.13424658
Alabama,2019-12-21,1103,4910533.47123288
Alabama,2019-12-28,1034,4910830.80821918
Alabama,2020-01-04,1076,4911128.14520548
Alabama,2020-01-11,1130,4911425.48219178
Alabama,2020-01-18,1042,4911722.81917808
Alabama,2020-01-25,1057,4912020.15616438
Alabama,2020-02-01,1028,4912317.49315068
Alabama,2020-02-08,1119,4912614.83013699
Alabama,2020-02-15,1094,4912912.16712329
Alabama,2020-02-22,1097,4913209.50410959
Alabama,2020-02-29,1163,4913506.84109589
Alabama,2020-03-07,1057,4913804.17808219
Alabama,2020-03-14,1085,4914101.51506849
Alabama,2020-03-21,1056,4914398.85205479
Alabama,2020-03-28,1065,4914696.1890411
Alabama,2020-04-04,1147,4914993.5260274
Alabama,2020-04-11,1132,4915290.8630137
Alabama,2020-04-18,1138,4915588.2
Alabama,2020-04-25,1131,4915885.5369863
Alabama,2020-05-02,1134,4916182.8739726
Alabama,2020-05-09,1167,4916480.2109589
Alabama,2020-05-16,1122,4916777.54794521
Alabama,2020-05-23,1130,4917074.88493151
Alabama,2020-05-30,1028,4917372.22191781
Alabama,2020-06-06,1037,4917669.55890411
Alabama,2020-06-13,897,4917966.89589041
Alaska,2017-01-14,87,740508.24109589
Alaska,2017-01-21,93,740474.564383562
Alaska,2017-01-28,80,740440.887671233
Alaska,2017-02-04,87,740407.210958904
Alaska,2017-02-11,63,740373.534246575
Alaska,2017-02-18,80,740339.857534247
Alaska,2017-02-25,73,740306.180821918
Alaska,2017-03-04,66,740272.504109589
Alaska,2017-03-11,74,740238.82739726
Alaska,2017-03-18,84,740205.150684932
Alaska,2017-03-25,92,740171.473972603
Alaska,2017-04-01,89,740137.797260274
Alaska,2017-04-08,78,740104.120547945
Alaska,2017-04-15,88,740070.443835616
Alaska,2017-04-22,58,740036.767123288
Alaska,2017-04-29,80,740003.090410959
Alaska,2017-05-06,73,739969.41369863
Alaska,2017-05-13,77,739935.736986301
Alaska,2017-05-20,68,739902.060273973
Alaska,2017-05-27,76,739868.383561644
Alaska,2017-06-03,77,739834.706849315
Alaska,2017-06-10,84,739801.030136986
Alaska,2017-06-17,90,739767.353424657
Alaska,2017-06-24,81,739733.676712329
Alaska,2017-07-01,79,739700
Alaska,2017-07-08,82,739612.528767123
Alaska,2017-07-15,70,739525.057534247
Alaska,2017-07-22,81,739437.58630137
Alaska,2017-07-29,79,739350.115068493
Alaska,2017-08-05,64,739262.643835616
Alaska,2017-08-12,68,739175.17260274
Alaska,2017-08-19,89,739087.701369863
Alaska,2017-08-26,89,739000.230136986
Alaska,2017-09-02,77,738912.75890411
Alaska,2017-09-09,86,738825.287671233
Alaska,2017-09-16,83,738737.816438356
Alaska,2017-09-23,89,738650.345205479
Alaska,2017-09-30,115,738562.873972603
Alaska,2017-10-07,78,738475.402739726
Alaska,2017-10-14,79,738387.931506849
Alaska,2017-10-21,79,738300.460273973
Alaska,2017-10-28,96,738212.989041096
Alaska,2017-11-04,64,738125.517808219
Alaska,2017-11-11,71,738038.046575342
Alaska,2017-11-18,81,737950.575342466
Alaska,2017-11-25,75,737863.104109589
Alaska,2017-12-02,94,737775.632876712
Alaska,2017-12-09,76,737688.161643836
Alaska,2017-12-16,96,737600.690410959
Alaska,2017-12-23,90,737513.219178082
Alaska,2017-12-30,86,737425.747945205
Alaska,2018-01-06,72,737338.276712329
Alaska,2018-01-13,100,737250.805479452
Alaska,2018-01-20,95,737163.334246575
Alaska,2018-01-27,79,737075.863013699
Alaska,2018-02-03,82,736988.391780822
Alaska,2018-02-10,65,736900.920547945
Alaska,2018-02-17,83,736813.449315069
Alaska,2018-02-24,94,736725.978082192
Alaska,2018-03-03,91,736638.506849315
Alaska,2018-03-10,90,736551.035616438
Alaska,2018-03-17,69,736463.564383562
Alaska,2018-03-24,76,736376.093150685
Alaska,2018-03-31,78,736288.621917808
Alaska,2018-04-07,92,736201.150684932
Alaska,2018-04-14,90,736113.679452055
Alaska,2018-04-21,98,736026.208219178
Alaska,2018-04-28,77,735938.736986301
Alaska,2018-05-05,93,735851.265753425
Alaska,2018-05-12,71,735763.794520548
Alaska,2018-05-19,72,735676.323287671
Alaska,2018-05-26,73,735588.852054795
Alaska,2018-06-02,63,735501.380821918
Alaska,2018-06-09,78,735413.909589041
Alaska,2018-06-16,82,735326.438356164
Alaska,2018-06-23,78,735238.967123288
Alaska,2018-06-30,66,735151.495890411
Alaska,2018-07-07,88,735079.920547945
Alaska,2018-07-14,104,735010.994520548
Alaska,2018-07-21,71,734942.068493151
Alaska,2018-07-28,77,734873.142465753
Alaska,2018-08-04,89,734804.216438356
Alaska,2018-08-11,82,734735.290410959
Alaska,2018-08-18,89,734666.364383562
Alaska,2018-08-25,92,734597.438356164
Alaska,2018-09-01,80,734528.512328767
Alaska,2018-09-08,86,734459.58630137
Alaska,2018-09-15,65,734390.660273973
Alaska,2018-09-22,84,734321.734246575
Alaska,2018-09-29,81,734252.808219178
Alaska,2018-10-06,91,734183.882191781
Alaska,2018-10-13,84,734114.956164384
Alaska,2018-10-20,80,734046.030136986
Alaska,2018-10-27,89,733977.104109589
Alaska,2018-11-03,67,733908.178082192
Alaska,2018-11-10,92,733839.252054795
Alaska,2018-11-17,82,733770.326027397
Alaska,2018-11-24,94,733701.4
Alaska,2018-12-01,89,733632.473972603
Alaska,2018-12-08,75,733563.547945205
Alaska,2018-12-15,110,733494.621917808
Alaska,2018-12-22,95,733425.695890411
Alaska,2018-12-29,68,733356.769863014
Alaska,2019-01-05,93,733287.843835616
Alaska,2019-01-12,87,733218.917808219
Alaska,2019-01-19,94,733149.991780822
Alaska,2019-01-26,88,733081.065753425
Alaska,2019-02-02,99,733012.139726027
Alaska,2019-02-09,96,732943.21369863
Alaska,2019-02-16,99,732874.287671233
Alaska,2019-02-23,76,732805.361643836
Alaska,2019-03-02,94,732736.435616438
Alaska,2019-03-09,94,732667.509589041
Alaska,2019-03-16,100,732598.583561644
Alaska,2019-03-23,71,732529.657534247
Alaska,2019-03-30,90,732460.731506849
Alaska,2019-04-06,90,732391.805479452
Alaska,2019-04-13,81,732322.879452055
Alaska,2019-04-20,78,732253.953424658
Alaska,2019-04-27,79,732185.02739726
Alaska,2019-05-04,100,732116.101369863
Alaska,2019-05-11,86,732047.175342466
Alaska,2019-05-18,91,731978.249315068
Alaska,2019-05-25,82,731909.323287671
Alaska,2019-06-01,77,731840.397260274
Alaska,2019-06-08,93,731771.471232877
Alaska,2019-06-15,75,731702.545205479
Alaska,2019-06-22,97,731633.619178082
Alaska,2019-06-29,87,731564.693150685
Alaska,2019-07-06,81,731495.767123288
Alaska,2019-07-13,91,731426.84109589
Alaska,2019-07-20,74,731357.915068493
Alaska,2019-07-27,59,731288.989041096
Alaska,2019-08-03,74,731220.063013699
Alaska,2019-08-10,86,731151.136986301
Alaska,2019-08-17,94,731082.210958904
Alaska,2019-08-24,73,731013.284931507
Alaska,2019-08-31,82,730944.35890411
Alaska,2019-09-07,71,730875.432876712
Alaska,2019-09-14,91,730806.506849315
Alaska,2019-09-21,94,730737.580821918
Alaska,2019-09-28,82,730668.654794521
Alaska,2019-10-05,93,730599.728767123
Alaska,2019-10-12,91,730530.802739726
Alaska,2019-10-19,94,730461.876712329
Alaska,2019-10-26,67,730392.950684931
Alaska,2019-11-02,81,730324.024657534
Alaska,2019-11-09,89,730255.098630137
Alaska,2019-11-16,90,730186.17260274
Alaska,2019-11-23,92,730117.246575342
Alaska,2019-11-30,103,730048.320547945
Alaska,2019-12-07,93,729979.394520548
Alaska,2019-12-14,94,729910.468493151
Alaska,2019-12-21,84,729841.542465753
Alaska,2019-12-28,100,729772.616438356
Alaska,2020-01-04,89,729703.690410959
Alaska,2020-01-11,108,729634.764383562
Alaska,2020-01-18,102,729565.838356164
Alaska,2020-01-25,100,729496.912328767
Alaska,2020-02-01,86,729427.98630137
Alaska,2020-02-08,97,729359.060273973
Alaska,2020-02-15,90,729290.134246575
Alaska,2020-02-22,85,729221.208219178
Alaska,2020-02-29,85,729152.282191781
Alaska,2020-03-07,80,729083.356164384
Alaska,2020-03-14,95,729014.430136986
Alaska,2020-03-21,69,728945.504109589
Alaska,2020-03-28,87,728876.578082192
Alaska,2020-04-04,99,728807.652054794
Alaska,2020-04-11,84,728738.726027397
Alaska,2020-04-18,81,728669.8
Alaska,2020-04-25,62,728600.873972603
Alaska,2020-05-02,89,728531.947945205
Alaska,2020-05-09,84,728463.021917808
Alaska,2020-05-16,80,728394.095890411
Alaska,2020-05-23,84,728325.169863014
Alaska,2020-05-30,93,728256.243835616
Alaska,2020-06-06,79,728187.317808219
Alaska,2020-06-13,73,728118.391780822
Alaska,2020-06-20,61,728049.465753425
Arizona,2017-01-14,1205,6996629.23835616
Arizona,2017-01-21,1122,6998603.35342466
Arizona,2017-01-28,1191,7000577.46849315
Arizona,2017-02-04,1235,7002551.58356164
Arizona,2017-02-11,1216,7004525.69863014
Arizona,2017-02-18,1138,7006499.81369863
Arizona,2017-02-25,1125,7008473.92876712
Arizona,2017-03-04,1176,7010448.04383562
Arizona,2017-03-11,1169,7012422.15890411
Arizona,2017-03-18,1209,7014396.2739726
Arizona,2017-03-25,1189,7016370.3890411
Arizona,2017-04-01,1127,7018344.50410959
Arizona,2017-04-08,1171,7020318.61917808
Arizona,2017-04-15,1141,7022292.73424658
Arizona,2017-04-22,1124,7024266.84931507
Arizona,2017-04-29,1182,7026240.96438356
Arizona,2017-05-06,1169,7028215.07945205
Arizona,2017-05-13,1120,7030189.19452055
Arizona,2017-05-20,1078,7032163.30958904
Arizona,2017-05-27,1065,7034137.42465753
Arizona,2017-06-03,1146,7036111.53972603
Arizona,2017-06-10,1139,7038085.65479452
Arizona,2017-06-17,1082,7040059.76986301
Arizona,2017-06-24,1102,7042033.88493151
Arizona,2017-07-01,1109,7044008
Arizona,2017-07-08,1142,7046194.60821918
Arizona,2017-07-15,1071,7048381.21643836
Arizona,2017-07-22,1075,7050567.82465753
Arizona,2017-07-29,1002,7052754.43287671
Arizona,2017-08-05,1048,7054941.04109589
Arizona,2017-08-12,1064,7057127.64931507
Arizona,2017-08-19,975,7059314.25753425
Arizona,2017-08-26,1002,7061500.86575342
Arizona,2017-09-02,1054,7063687.4739726
Arizona,2017-09-09,1072,7065874.08219178
Arizona,2017-09-16,1062,7068060.69041096
Arizona,2017-09-23,1036,7070247.29863014
Arizona,2017-09-30,1007,7072433.90684932
Arizona,2017-10-07,1056,7074620.51506849
Arizona,2017-10-14,1065,7076807.12328767
Arizona,2017-10-21,1056,7078993.73150685
Arizona,2017-10-28,1032,7081180.33972603
Arizona,2017-11-04,1085,7083366.94794521
Arizona,2017-11-11,1034,7085553.55616438
Arizona,2017-11-18,1145,7087740.16438356
Arizona,2017-11-25,1112,7089926.77260274
Arizona,2017-12-02,1133,7092113.38082192
Arizona,2017-12-09,1092,7094299.9890411
Arizona,2017-12-16,1155,7096486.59726027
Arizona,2017-12-23,1336,7098673.20547945
Arizona,2017-12-30,1429,7100859.81369863
Arizona,2018-01-06,1532,7103046.42191781
Arizona,2018-01-13,1514,7105233.03013699
Arizona,2018-01-20,1379,7107419.63835616
Arizona,2018-01-27,1363,7109606.24657534
Arizona,2018-02-03,1375,7111792.85479452
Arizona,2018-02-10,1309,7113979.4630137
Arizona,2018-02-17,1228,7116166.07123288
Arizona,2018-02-24,1172,7118352.67945206
Arizona,2018-03-03,1272,7120539.28767123
Arizona,2018-03-10,1282,7122725.89589041
Arizona,2018-03-17,1196,7124912.50410959
Arizona,2018-03-24,1232,7127099.11232877
Arizona,2018-03-31,1195,7129285.72054795
Arizona,2018-04-07,1247,7131472.32876712
Arizona,2018-04-14,1179,7133658.9369863
Arizona,2018-04-21,1161,7135845.54520548
Arizona,2018-04-28,1145,7138032.15342466
Arizona,2018-05-05,1157,7140218.76164384
Arizona,2018-05-12,1141,7142405.36986301
Arizona,2018-05-19,1030,7144591.97808219
Arizona,2018-05-26,1063,7146778.58630137
Arizona,2018-06-02,1033,7148965.19452055
Arizona,2018-06-09,1086,7151151.80273973
Arizona,2018-06-16,1154,7153338.4109589
Arizona,2018-06-23,1065,7155525.01917808
Arizona,2018-06-30,1105,7157711.62739726
Arizona,2018-07-07,1079,7160007.99452055
Arizona,2018-07-14,1042,7162322.65479452
Arizona,2018-07-21,1121,7164637.31506849
Arizona,2018-07-28,1090,7166951.97534247
Arizona,2018-08-04,1097,7169266.63561644
Arizona,2018-08-11,1042,7171581.29589041
Arizona,2018-08-18,1015,7173895.95616438
Arizona,2018-08-25,1082,7176210.61643836
Arizona,2018-09-01,1070,7178525.27671233
Arizona,2018-09-08,1046,7180839.9369863
Arizona,2018-09-15,1070,7183154.59726027
Arizona,2018-09-22,1065,7185469.25753425
Arizona,2018-09-29,1073,7187783.91780822
Arizona,2018-10-06,997,7190098.57808219
Arizona,2018-10-13,1027,7192413.23835616
Arizona,2018-10-20,1098,7194727.89863014
Arizona,2018-10-27,1088,7197042.55890411
Arizona,2018-11-03,1027,7199357.21917808
Arizona,2018-11-10,1102,7201671.87945205
Arizona,2018-11-17,1098,7203986.53972603
Arizona,2018-11-24,1119,7206301.2
Arizona,2018-12-01,1156,7208615.86027397
Arizona,2018-12-08,1188,7210930.52054795
Arizona,2018-12-15,1152,7213245.18082192
Arizona,2018-12-22,1274,7215559.84109589
Arizona,2018-12-29,1185,7217874.50136986
Arizona,2019-01-05,1351,7220189.16164384
Arizona,2019-01-12,1350,7222503.82191781
Arizona,2019-01-19,1269,7224818.48219178
Arizona,2019-01-26,1253,7227133.14246575
Arizona,2019-02-02,1217,7229447.80273973
Arizona,2019-02-09,1204,7231762.4630137
Arizona,2019-02-16,1188,7234077.12328767
Arizona,2019-02-23,1313,7236391.78356164
Arizona,2019-03-02,1249,7238706.44383562
Arizona,2019-03-09,1252,7241021.10410959
Arizona,2019-03-16,1279,7243335.76438356
Arizona,2019-03-23,1192,7245650.42465753
Arizona,2019-03-30,1240,7247965.08493151
Arizona,2019-04-06,1253,7250279.74520548
Arizona,2019-04-13,1325,7252594.40547945
Arizona,2019-04-20,1167,7254909.06575342
Arizona,2019-04-27,1176,7257223.7260274
Arizona,2019-05-04,1160,7259538.38630137
Arizona,2019-05-11,1191,7261853.04657534
Arizona,2019-05-18,1139,7264167.70684932
Arizona,2019-05-25,1122,7266482.36712329
Arizona,2019-06-01,1168,7268797.02739726
Arizona,2019-06-08,1074,7271111.68767123
Arizona,2019-06-15,1149,7273426.34794521
Arizona,2019-06-22,1060,7275741.00821918
Arizona,2019-06-29,1122,7278055.66849315
Arizona,2019-07-06,1119,7280370.32876712
Arizona,2019-07-13,1165,7282684.9890411
Arizona,2019-07-20,1144,7284999.64931507
Arizona,2019-07-27,1068,7287314.30958904
Arizona,2019-08-03,1083,7289628.96986301
Arizona,2019-08-10,1084,7291943.63013699
Arizona,2019-08-17,1070,7294258.29041096
Arizona,2019-08-24,1063,7296572.95068493
Arizona,2019-08-31,1151,7298887.6109589
Arizona,2019-09-07,1176,7301202.27123288
Arizona,2019-09-14,1036,7303516.93150685
Arizona,2019-09-21,1079,7305831.59178082
Arizona,2019-09-28,1159,7308146.25205479
Arizona,2019-10-05,1102,7310460.91232877
Arizona,2019-10-12,1117,7312775.57260274
Arizona,2019-10-19,1139,7315090.23287671
Arizona,2019-10-26,1013,7317404.89315069
Arizona,2019-11-02,1120,7319719.55342466
Arizona,2019-11-09,1254,7322034.21369863
Arizona,2019-11-16,1197,7324348.8739726
Arizona,2019-11-23,1219,7326663.53424658
Arizona,2019-11-30,1119,7328978.19452055
Arizona,2019-12-07,1222,7331292.85479452
Arizona,2019-12-14,1193,7333607.51506849
Arizona,2019-12-21,1165,7335922.17534247
Arizona,2019-12-28,1219,7338236.83561644
Arizona,2020-01-04,1298,7340551.49589041
Arizona,2020-01-11,1395,7342866.15616438
Arizona,2020-01-18,1318,7345180.81643836
Arizona,2020-01-25,1280,7347495.47671233
Arizona,2020-02-01,1268,7349810.1369863
Arizona,2020-02-08,1266,7352124.79726027
Arizona,2020-02-15,1316,7354439.45753425
Arizona,2020-02-22,1344,7356754.11780822
Arizona,2020-02-29,1357,7359068.77808219
Arizona,2020-03-07,1381,7361383.43835616
Arizona,2020-03-14,1352,7363698.09863014
Arizona,2020-03-21,1292,7366012.75890411
Arizona,2020-03-28,1326,7368327.41917808
Arizona,2020-04-04,1361,7370642.07945205
Arizona,2020-04-11,1406,7372956.73972603
Arizona,2020-04-18,1315,7375271.4
Arizona,2020-04-25,1385,7377586.06027397
Arizona,2020-05-02,1411,7379900.72054795
Arizona,2020-05-09,1444,7382215.38082192
Arizona,2020-05-16,1312,7384530.04109589
Arizona,2020-05-23,1284,7386844.70136986
Arizona,2020-05-30,1297,7389159.36164384
Arizona,2020-06-06,1421,7391474.02191781
Arizona,2020-06-13,1461,7393788.68219178
Arizona,2020-06-20,1400,7396103.34246575
Arkansas,2017-01-14,658,2996085.44931507
Arkansas,2017-01-21,657,2996304.59726027
Arkansas,2017-01-28,579,2996523.74520548
Arkansas,2017-02-04,614,2996742.89315068
Arkansas,2017-02-11,626,2996962.04109589
Arkansas,2017-02-18,648,2997181.1890411
Arkansas,2017-02-25,657,2997400.3369863
Arkansas,2017-03-04,662,2997619.48493151
Arkansas,2017-03-11,635,2997838.63287671
Arkansas,2017-03-18,643,2998057.78082192
Arkansas,2017-03-25,636,2998276.92876712
Arkansas,2017-04-01,640,2998496.07671233
Arkansas,2017-04-08,609,2998715.22465753
Arkansas,2017-04-15,634,2998934.37260274
Arkansas,2017-04-22,604,2999153.52054795
Arkansas,2017-04-29,607,2999372.66849315
Arkansas,2017-05-06,590,2999591.81643836
Arkansas,2017-05-13,600,2999810.96438356
Arkansas,2017-05-20,608,3000030.11232877
Arkansas,2017-05-27,568,3000249.26027397
Arkansas,2017-06-03,569,3000468.40821918
Arkansas,2017-06-10,565,3000687.55616438
Arkansas,2017-06-17,601,3000906.70410959
Arkansas,2017-06-24,604,3001125.85205479
Arkansas,2017-07-01,582,3001345
Arkansas,2017-07-08,605,3001505.86575342
Arkansas,2017-07-15,583,3001666.73150685
Arkansas,2017-07-22,565,3001827.59726027
Arkansas,2017-07-29,582,3001988.4630137
Arkansas,2017-08-05,526,3002149.32876712
Arkansas,2017-08-12,589,3002310.19452055
Arkansas,2017-08-19,571,3002471.06027397
Arkansas,2017-08-26,559,3002631.9260274
Arkansas,2017-09-02,550,3002792.79178082
Arkansas,2017-09-09,583,3002953.65753425
Arkansas,2017-09-16,611,3003114.52328767
Arkansas,2017-09-23,577,3003275.3890411
Arkansas,2017-09-30,614,3003436.25479452
Arkansas,2017-10-07,563,3003597.12054795
Arkansas,2017-10-14,536,3003757.98630137
Arkansas,2017-10-21,565,3003918.85205479
Arkansas,2017-10-28,609,3004079.71780822
Arkansas,2017-11-04,609,3004240.58356164
Arkansas,2017-11-11,589,3004401.44931507
Arkansas,2017-11-18,624,3004562.31506849
Arkansas,2017-11-25,606,3004723.18082192
Arkansas,2017-12-02,615,3004884.04657534
Arkansas,2017-12-09,700,3005044.91232877
Arkansas,2017-12-16,711,3005205.77808219
Arkansas,2017-12-23,696,3005366.64383562
Arkansas,2017-12-30,733,3005527.50958904
Arkansas,2018-01-06,734,3005688.37534247
Arkansas,2018-01-13,763,3005849.24109589
Arkansas,2018-01-20,761,3006010.10684932
Arkansas,2018-01-27,736,3006170.97260274
Arkansas,2018-02-03,667,3006331.83835616
Arkansas,2018-02-10,680,3006492.70410959
Arkansas,2018-02-17,674,3006653.56986301
Arkansas,2018-02-24,671,3006814.43561644
Arkansas,2018-03-03,611,3006975.30136986
Arkansas,2018-03-10,652,3007136.16712329
Arkansas,2018-03-17,583,3007297.03287671
Arkansas,2018-03-24,578,3007457.89863014
Arkansas,2018-03-31,592,3007618.76438356
Arkansas,2018-04-07,576,3007779.63013699
Arkansas,2018-04-14,619,3007940.49589041
Arkansas,2018-04-21,541,3008101.36164384
Arkansas,2018-04-28,580,3008262.22739726
Arkansas,2018-05-05,625,3008423.09315069
Arkansas,2018-05-12,627,3008583.95890411
Arkansas,2018-05-19,575,3008744.82465753
Arkansas,2018-05-26,582,3008905.69041096
Arkansas,2018-06-02,608,3009066.55616438
Arkansas,2018-06-09,573,3009227.42191781
Arkansas,2018-06-16,603,3009388.28767123
Arkansas,2018-06-23,547,3009549.15342466
Arkansas,2018-06-30,570,3009710.01917808
Arkansas,2018-07-07,568,3009865.6739726
Arkansas,2018-07-14,586,3010020.46027397
Arkansas,2018-07-21,595,3010175.24657534
Arkansas,2018-07-28,534,3010330.03287671
Arkansas,2018-08-04,548,3010484.81917808
Arkansas,2018-08-11,556,3010639.60547945
Arkansas,2018-08-18,561,3010794.39178082
Arkansas,2018-08-25,561,3010949.17808219
Arkansas,2018-09-01,568,3011103.96438356
Arkansas,2018-09-08,577,3011258.75068493
Arkansas,2018-09-15,597,3011413.5369863
Arkansas,2018-09-22,586,3011568.32328767
